DOI	Date	Subjects	License	Title	Authors	Affiliations
http://dx.doi.org/10.1101/042192	2016-03-16	Evolutionary Biology	CC-BY-NC-ND	Assortative mating can impede or facilitate fixation of underdominant alleles	Mitchell Newberry|David McCandlish|Joshua B Plotkin	University of Pennsylvania;|The University of Pennsylvania
http://dx.doi.org/10.1101/043778	2016-03-15	Neuroscience	CC-BY	Local Connectome Fingerprinting Reveals the Uniqueness of Individual White Matter Architecture	Fang-Cheng Yeh|Jean Vettel|Aarti Singh|Barnabas Poczos|Scott Grafton|Kirk Erickson|Wen-Yih Tseng|Timothy Verstynen	Department of Psychology and Center for the Neural Basis of Cognition, Carnegie Mellon University;|U.S. Army Research Laboratory, Aberdeen Proving Ground, Aberdeen, Maryland, USA;|Department of Machine Learning, Carnegie Mellon University, Pennsylvania, USA;|Department of Machine Learning, Carnegie Mellon University, Pennsylvania, USA.;|Department of Psychological and Brain Sciences, University of California, Santa Barbara, Santa Barba;|Department of Psychology, University of Pittsburgh, Pittsburgh, Pennsylvania USA;|Institute of Medical Device and Imaging and Molecular Imaging Center, National Taiwan University
http://dx.doi.org/10.1101/043752	2016-03-15	Genetics	CC-BY	Genetic predictors of gene expression associated with risk of bipolar disorder	Kaanan Shah|Heather E Wheeler|Eric R Gamazon|Dan L Nicolae|Nancy J Cox|Hae Kyung Im	The University of Chicago;|Loyola University Chicago;|Vanderbilt University
http://dx.doi.org/10.1101/043828	2016-03-15	Genetics	CC-BY-NC	A mus-51 RIP allele for transformation of Neurospora crassa	Zachary J Smith|Stacy Bedore|Stephanie Spingler|Thomas M Hammond	Illinois State University
http://dx.doi.org/10.1101/043869	2016-03-15	Plant Biology	CC-BY-NC	Left-right leaf asymmetry in decussate and distichous phyllotactic systems	Ciera C Martinez|Daniel H Chitwood|Richard S Smith|Neelima R Sinha	University Of California, Berkeley;|Donald Danforth Plant Science Center;|Max Planck Institute for Plant Breeding Research;|University of California, Davis
http://dx.doi.org/10.1101/042952	2016-03-15	Genomics	CC-BY-NC-ND	Topologically associated domains are ancient features that coincide with Metazoan clusters of extreme noncoding conservation	Nathan Harmston|Elizabeth Ing-Simmons|Ge Tan|Malcolm Perry|Matthias Merkenschlager|Boris Lenhard	Duke-NUS;|MRC CSC
http://dx.doi.org/10.1101/043901	2016-03-15	Neuroscience	CC-BY-NC-ND	Transdermal electrical neuromodulation of the trigeminal sensory nuclear complex improves sleep quality and mood.	Alyssa M. Boasso|Hailey Mortimore|Rhonda Silva|Linh Aven|William J. Tyler	Thync, Inc.
http://dx.doi.org/10.1101/043836	2016-03-15	Cell Biology	CC-BY-NC-ND	Local RhoA Activation Induces Cytokinetic Furrows Independent of Spindle Position and Cell Cycle Stage	Elizabeth Wagner|Michael Glotzer	The University of Chicago
http://dx.doi.org/10.1101/043729	2016-03-15	Paleontology		Common species link global ecosystems to climate change	Bjarte Hannisdal|Kristian A. Haaga|Trond Reitan|David Diego|Lee Hsiang Liow	University of Bergen;|University of Oslo
http://dx.doi.org/10.1101/043711	2016-03-15	Neuroscience		A proposed rule for updating of the head direction cell reference frame following rotations in three dimensions	Jonathan Wilson|Hector Page|Kate Jeffery	University of Cambridge;|University College London
http://dx.doi.org/10.1101/043695	2016-03-15	Genetics	CC-BY-ND	Tissue culture as a source of replicates in non-model plants: variation in cold tolerance in Arabidopsis lyrata ssp. petraea	Tanaka Kenta|Jessica Edwards|Roger K Butlin|Terry Burke|Paul Quick|Peter Urwin|Matthew P. Davey	Department of Animal & Plant Sciences, University of Sheffield, United Kingdom;|Anston Greenlands Primary School, United Kingdom;|University of Sheffield, United Kingdom;|Centre for Plant Sciences, Institute of Integrative and Comparative Biology, University of Leeds, United Kingdom
http://dx.doi.org/10.1101/043570	2016-03-15	Bioinformatics	CC-BY-NC-ND	Synlet: an R package for systemically analyzing synthetic lethal RNA interference screen data	Chunxuan Shao|Frank Westermann|Thomas Hofer	German Cancer Research Center
http://dx.doi.org/10.1101/043679	2016-03-15	Bioinformatics		Prediction of kinase-specific phosphorylation sites through an integrative model of protein context and sequence	Ralph Patrick|Coralie Horin|Bostjan Kobe|Kim-Anh Le Cao|Mikael Boden	University of Queensland;|Universitè Nice Sophia-Antipolis
http://dx.doi.org/10.1101/043851	2016-03-15	Developmental Biology	CC-BY-NC	Trophoblast survival signaling during human placentation requires HIF-induced transcription of HSP70	Chandni V Jain|Philip Jessmon|Charbel T Barrak|Alan D Bolnick|Brian A Kilburn|Michael Hertz|D. Randall Armant	Wayne State University
http://dx.doi.org/10.1101/017491	2016-03-15	Genetics	CC-BY	A Two-State Epistasis Model Reduces Missing Heritability of Complex Traits	Kerry L Bubb|Christine Queitsch	University of Washington
http://dx.doi.org/10.1101/024620	2016-03-15	Genomics	CC-BY-NC	Formation of Chromosomal Domains by Loop Extrusion	Geoffrey Fudenberg|Maxim Imakaev|Carolyn Lu|Anton Goloborodko|Nezar Abdennur|Leonid A Mirny	MIT
http://dx.doi.org/10.1101/043653	2016-03-15	Genomics	CC-BY	Survey of the Heritability and Sparsity of Gene Expression Traits Across Human Tissues	Heather E Wheeler|Kaanan P Shah|Jonathon Brenner|Tzintzuni Garcia|Keston Aquino-Michaels|Nancy J Cox|Dan L Nicolae|Hae Kyung Im	Loyola University Chicago;|The University of Chicago;|Vanderbilt University
http://dx.doi.org/10.1101/043687	2016-03-15	Genetics	CC-BY-NC	The many evolutionary fates of a large segmental duplication in mouse	Andrew Parker Morgan|James Matthew Holt|Rachel Clara McMullan|Timothy A Bell|Amelia Mary-Frances Clayshulte|John Paul Didion|Liran Yadgary|David Thybert|Duncan T Odom|Paul Flicek|Leonard McMillan|Fernando Pardo-Manuel de Villena	University of North Carolina;|EMBL-EBI;|University of Cambridge;|EMBL-EBI/Wellcome Trust Sanger Institute
http://dx.doi.org/10.1101/043810	2016-03-15	Bioinformatics	CC-BY-NC-ND	Finding De novo methylated DNA motifs	Vu Ngo|Wei Wang	University of California, San Diego
http://dx.doi.org/10.1101/043794	2016-03-15	Bioinformatics	CC-BY-NC-ND	Modeling methyl-sensitive transcription factor motifs with an expanded epigenetic alphabet	Coby Viner|James Johnson|Nicolas Walker|Hui Shi|Marcela Sjoberg|David J. Adams|Anne C. Ferguson-Smith|Timothy L. Bailey|Michael M. Hoffman	Department of Computer Science, University of Toronto, Toronto, ON, Canada;|Institute for Molecular Bioscience, The University of Queensland, Brisbane, QLD, Australia;|Department of Genetics, University of Cambridge, Cambridge, England;|Wellcome Trust Sanger Institute, Wellcome Genome Campus, Cambridge, England;|Princess Margaret Cancer Centre, Toronto, ON, Canada
http://dx.doi.org/10.1101/043513	2016-03-15	Bioinformatics		RNA-seq based analysis of population structure within the maize inbred B73	Zhikai Liang|James C Schnable	University of Nebraska-Lincoln
http://dx.doi.org/10.1101/043562	2016-03-15	Genomics	CC-BY-NC-ND	Complex ancient genetic structure and cultural transitions in southern African populations.	Francesco Montinaro|George Busby|Miguel Gonzalez-Santos|Ockie Oosthuitzen|Erika Oosthutizen|Paolo Anagnostou|Giovanni Destro-Bisol|Vincenzo Pascali|Cristian Capelli	Department of Zoology,University of Oxford, South Parks Road, Oxford,OX1 3PS, UK;|Wellcome Trust Centre for Human Genetics, Oxford, OX3 7BN, UK;|School of Medicine, University of Namibia, Windhoek, Namibia;|Dipartimento di Biologia Ambientale, Universita La Sapienza, Rome, Italy;|Institute of Public Health, Catholic University,  largo Francesco Vito 1 00168 Roma
http://dx.doi.org/10.1101/042937	2016-03-15	Genomics	CC-BY-NC-ND	Hierarchical cortical transcriptome disorganization in autism	Michael V. Lombardo|Eric Courchesne|Tiziano Pramparo	University of Cyprus;|University of California, San Diego
http://dx.doi.org/10.1101/043638	2016-03-15	Evolutionary Biology	CC-BY-NC-ND	Royal decree: gene expression in transgenerationally immune primed bumblebee workers mimics a primary immune response	Seth M Barribeau|Paul Schmid-Hempel|Ben M Sadd	ETH Zurich, East Carolina University;|ETH Zurich;|Illinois State University
http://dx.doi.org/10.1101/043737	2016-03-15	Bioinformatics		A little walk from physical to biological complexity: protein folding and stability	Fabrizio Pucci|Marianne Rooman	Universit&eacute Libre de Bruxelles, Belgium
http://dx.doi.org/10.1101/043661	2016-03-15	Bioinformatics		Pathway-Structured Predictive Model for Cancer Survival Prediction: A Two-Stage Approach	Xinyan Zhang|Yan Li|Tomi Akinyemiju|Akinyemi Ojesina|Phillip Buckhaults|Nianjun Liu|Bo Xu|Nengjun Yi	UAB, United States;|The University of South Carolina, United States;|Southern Research Institute, United States
http://dx.doi.org/10.1101/043547	2016-03-15	Neuroscience		Bridging the gap between genes and language deficits in schizophrenia: an oscillopathic approach	Elliot Murphy|Antonio Benitez-Burraco	University College London;|University of Huelva
http://dx.doi.org/10.1101/043554	2016-03-15	Neuroscience		Using reciprocity for relating the simulation of transcranial current stimulation to the EEG forward problem	Sven Wagner|Felix Lucka|Johannes Vorwerk|Christoph Herrmann|Guido Nolte|Martin Burger|Carsten H. Wolters	Institute for Biomagnetism and Biosignalanalysis, University of Muenster, Muenster, Germany;|Experimental Psychology Lab, University of Oldenburg, Oldenburg, Germany;|Department of Neurophysiology and Pathophysiology, University Medical Center Hamburg-Eppendorf;|Institute for Computational and Applied Mathematics, University of Muenster, Muenster, Germany;|Institute for Biomagnetism and Biosignalanalysis
http://dx.doi.org/10.1101/043620	2016-03-15	Cancer Biology	CC-BY-NC-ND	Hybrid Discrete-Continuum Cellular Automaton (HCA) model of Prostate to Bone Metastasis	Arturo Araujo|David Bastanta	Moffitt Cancer Center
http://dx.doi.org/10.1101/043471	2016-03-14	Molecular Biology	CC-BY-NC-ND	KlebSeq: A Diagnostic Tool for Healthcare Surveillance and Antimicrobial Resistance Monitoring of Klebsiella pneumoniae	Jolene R Bowers|Darrin Lemmer|Jason W Sahl|Talima Pearson|Elizabeth M Driebe|David M Engelthaler|Paul Keim	Translational Genomics Research Institute;|Translation Genomics Research Institute;|Northern Arizona University
http://dx.doi.org/10.1101/043042	2016-03-13	Genomics	CC-BY	Exploratory analysis and error modeling of a sequencing technology	Michael Inouye|Kerrin S Small|Yik Y Teo|Heng Li|Nava Whiteford|Tom Skelly|Irina Abnizova|Daniel J Turner|Panos Deloukas|Dominic P Kwiatkowski|Clive G Brown|Taane G Clark	Wellcome Trust Sanger Institute;|Wellcome Trust Centre for Human Genetics, University of Oxford;|Wellcome Trust Sanger Institute & Wellcome Trust Centre for Human Genetics
http://dx.doi.org/10.1101/042986	2016-03-13	Bioinformatics		Highly accessible AU-rich regions in 3′ untranslated regions are hotspots for binding of proteins and miRNAs	Mireya Plass|Simon H Rasmussen|Anders Krogh	Department of Biology, University of Copenhagen
http://dx.doi.org/10.1101/043463	2016-03-12	Genomics		FastProject: A Tool for Low-Dimensional Analysis of Single-Cell RNA-Seq Data	David DeTomaso|Nir Yosef	University of California, Berkeley
http://dx.doi.org/10.1101/043455	2016-03-12	Evolutionary Biology	CC-BY-NC-ND	Most Compositae are descendants of a paleohexaploid and all share a paleotetraploid ancestor with the Calyceraceae	Michael Barker|Zheng Li|Thomas Kidder|Chris Reardon|Zhao Lai|Luiz Oliveira|Moira Scascitelli|Loren Rieseberg	University of Arizona;|Indiana University;|Universidade Federal de Viçosa;|University of British Columbia
http://dx.doi.org/10.1101/043398	2016-03-12	Evolutionary Biology	CC-BY-NC	Can secondary contact following range expansion be distinguished from barriers to gene flow?	Johanna Bertl|Michael G. B. Blum	Aarhus University;|Université Grenoble Alpes
http://dx.doi.org/10.1101/043422	2016-03-12	Genetics	CC-BY-NC-ND	Assessment of functional convergence across study designs in autism	Sara Ballouz|Jesse Gillis	Cold Spring Harbor Laboratory
http://dx.doi.org/10.1101/043414	2016-03-12	Genomics	CC-BY-NC-ND	Genome-wide association between transcription factor expression and chromatin accessibility reveals chromatin state regulators	David Felix Lamparter|Daniel Marbach|Rico Rueedi|Sven Bergmann|Zoltan Kutalik	CBG, University of Lausanne;|IUMSP, CHUV, Lausanne
http://dx.doi.org/10.1101/043075	2016-03-12	Neuroscience	CC-BY-NC-ND	Neural Pattern Change During Encoding of a Narrative Predicts Retrospective Duration Estimates	Olga Lositsky|Janice Chen|Daniel Toker|Christopher J Honey|Jordan L Poppenk|Uri Hasson|Kenneth A Norman	Princeton University;|University of California Berkeley;|University of Toronto;|Queen's University
http://dx.doi.org/10.1101/043315	2016-03-12	Bioinformatics	CC-BY	From genomes to phenotypes: Traitar, the microbial trait analyzer	Aaron Weimann|Jeremy Frank|Phillip B Pope|Andreas Bremges|Alice C McHardy	Helmholtz Centre for Infection Research;|Norwegian University of Life Sciences
http://dx.doi.org/10.1101/043448	2016-03-12	Bioinformatics	CC-BY	PCR-free library preparation greatly reduces stutter noise at short tandem repeats	Melissa Gymrek	Broad Institute of MIT and Harvard
http://dx.doi.org/10.1101/022939	2016-03-12	Evolutionary Biology	CC-BY-NC-ND	Transcriptomes of plant gametophytes have a higher proportion of rapidly evolving and young genes than sporophytes	Toni I Gossmann|Dounia Saleh|Marc W Schmid|Michael A Spence|Karl J Schmid	University of Sheffield;|University of Hohenheim;|University of Zurich
http://dx.doi.org/10.1101/043331	2016-03-12	Ecology	CC-BY-NC-ND	Demographic stochasticity and resource autocorrelation control biological invasions in heterogeneous landscapes	Andrea Giometto|Florian Altermatt|Andrea Rinaldo	EPFL and Eawag;|Eawag and University of Zurich;|EPFL and University of Padova
http://dx.doi.org/10.1101/043240	2016-03-12	Genomics		Whole-genome characterization in pedigreed non-human primates using Genotyping-By-Sequencing and imputation.	Ben N Bimber|Michael J Raboin|John Letaw|Kimberly Nevonen|Jennifer E Spindel|Susan McCouch|Rita Cervera-Juanes|Eliot Spindel|Lucia Carbone|Betsy Ferguson|Amanda Vinson	Oregon National Primate Research Center/Oregon Health & Science University;|Cornell University
http://dx.doi.org/10.1101/043190	2016-03-12	Genetics	CC-BY-NC	Beyond clines: lineages and haplotype blocks in hybrid zones	Alisa Sedghifar|Yaniv Brandvain|Peter Ralph	Princeton University;|University of Minnesota;|University of Southern California
http://dx.doi.org/10.1101/043257	2016-03-11	Systems Biology	CC-BY-NC-ND	Multivariate information maximization yields hierarchies of expression components in tumors that are both biologically meaningful and prognostic	Shirley Pepke|Greg Ver Steeg	Lyrid LLC;|University of Southern California
http://dx.doi.org/10.1101/043307	2016-03-11	Cell Biology	CC-BY-NC-ND	ALADIN is Required for the Production of Fertile Mouse Oocytes.	Sara Carvalhal|Michelle Stevense|Katrin Koehler|Ronald Naumann|Angela Huebner|Rolf Jessberger|Eric Griffis	University of Dundee;|Dresden Technical University;|MPI-CBG
http://dx.doi.org/10.1101/043281	2016-03-11	Neuroscience		Cerebrospinal Fluid and Interstitial Fluid Motion via the Glymphatic Pathway Modelled by Optimal Mass Transport	Vadim Ratner|Yi Gao|Hedok Lee|Maikan Nedergaard|Helene Benveniste|Allen R Tannenbaum	Stony Brook Univesity;|Stony Brook University;|University of Rochester;|Stony Brook UNiversity
http://dx.doi.org/10.1101/010934	2016-03-11	Genetics		When is selection effective?	Simon Gravel	McGill
http://dx.doi.org/10.1101/043299	2016-03-11	Evolutionary Biology	CC-BY	Replicator Dynamics with Feedback-Evolving Games: Towards a Co-Evolutionary Game Theory	Joshua S Weitz|Sam P Brown|Ceyhun Eksin|Keith Paarporn|William C Ratcliff	Georgia Institute of Technology
http://dx.doi.org/10.1101/043273	2016-03-11	Neuroscience	CC-BY	Understanding melanopsin using bayesian generative models − an Introduction	Benedikt V Ehinger|Dennis Eickelbeck|Katharina Spoida|Stefan Herlitze|Peter Konig	Institute of Cognitive Science, University of Osnabrück;|Department of General Zoology and Neurobiology, Ruhr-University Bochum
http://dx.doi.org/10.1101/043349	2016-03-11	Systems Biology		Nature lessons: the whitefly bacterial endosymbiont is a minimal amino acid factory with unusual energetics	Jorge Calle-Espinosa|Miguel Ponce-de-Leon|Diego Santos-Garcia|Francisco J. Silva|Francisco Montero|Juli Pereto	Faculty of Chemistry, Complutense University of Madrid;|Institut Cavanilles de Biodiversitat i Biologia Evolutiva, Universitat de Valencia
http://dx.doi.org/10.1101/042580	2016-03-11	Bioinformatics		Combining multiple tools outperforms individual methods in gene set enrichment analyses	Monther Alhamdoosh|Milica Ng|Nicholas J. Wilson|Julie M. Sheridan|Huy Huynh|Michael J. Wilson|Matthew E. Ritchie	CSL Limited;|Walter and Eliza Hall Institute of Medical Research
http://dx.doi.org/10.1101/043364	2016-03-11	Biophysics	CC-BY-NC-ND	Structural basis for acyl group discrimination by human Gcn5L2	Alison E. Ringel|Cynthia Wolberger	Johns Hopkins University School of Medicine
http://dx.doi.org/10.1101/043208	2016-03-11	Ecology		Metabolic adaptations underlie life-history evolution in a range expanding arthropod	Katrien Hilde Petra Van Petegem|David Renault|Robby Stoks|Dries Bonte	Ghent University;|Universite de Rennes 1;|KU Leuven
http://dx.doi.org/10.1101/037234	2016-03-11	Neuroscience	CC-BY	Intracranial Markers of Conscious Face Perception in Humans	Fabiano Baroni|Jochem van Kempen|Hiroto Kawasaki|Christopher K. Kovach|Hiroyuki Oya|Matthew A. Howard|Ralph Adolphs|Naotsugu Tsuchiya	Monash University;|Newcastle University;|University of Iowa;|California Institute of Technology
http://dx.doi.org/10.1101/043109	2016-03-10	Neuroscience	CC-BY-NC-ND	Modeling of Large-Scale Functional Brain Networks Based on Structural Connectivity from DTI: Comparison with EEG Derived Phase Coupling Networks and Evaluation of Alternative Methods along the Modeling Path	Holger Finger|Marlene Bonstrup|Bastian Cheng|Arnaud Messe|Claus Hilgetag|Gotz Thomalla|Christian Gerloff|Peter Konig	University of Osnabrück;|University Medical Center Hamburg-Eppendorf;|University Osnabrück
http://dx.doi.org/10.1101/043133	2016-03-10	Cell Biology		Septins are involved at the early stages of macroautophagy.	Gaurav Barve|Shreyas Sridhar|Amol Aher|Sunaina Singh|Lakshmeesha K.N.|Ravi Manjithaya	Jawaharlal Nehru Centre for Advanced Scientififc Research
http://dx.doi.org/10.1101/043117	2016-03-10	Genomics		Nomadic Lifestyle of Lactobacillus plantarum Revealed by Comparative Genomics of 54 strains Isolated from Different Niches	Maria Elena Martino|Jumamurat R. Bayjanov|Brian E. Caffrey|Michiel Wels|Pauline Joncour|Sandrine Hughes|Benjamin Gillet|Michiel Kleerebezem|Sacha A. F. T. van Hijum|Francois Leulier	Institut de Genomique Fonctionnelle de Lyon;|2Center for Molecular and Biomolecular Informatics;|Max Planck Institute for Molecular Genetics;|NIZO food research;|Host Microbe Interactomics Group, Wageningen University;|Center for Molecular and Biomolecular Informatics, Nijmegen Center for Molecular Life Sciences
http://dx.doi.org/10.1101/042101	2016-03-10	Genetics		Grand paternal inheritance of an acquired metabolic trait induced by ancestral obesity is associated with sperm RNA	Jennifer E Cropley|Sally A Eaton|Alastair Aiken|Paul E Young|Eleni Giannoulatou|Joshua WK Ho|Michael E Buckland|Simon P Keam|Gyorgy Hutvagner|David T Humphreys|Katherine G Langley|Darren Henstridge|David Martin|Mark A Febbraio|Catherine M Suter	Victor Chang Cardiac Research Insitute;|University of Sydney;|University of Technology Sydney;|Baker IDI;|CHORI;|Garvan Insitute
http://dx.doi.org/10.1101/043083	2016-03-10	Ecology		The Effects of Evolution and Spatial Structure on Diversity in Biological Reserves	Emily Louise Dolson|Michael J Wiser|Charles A Ofria	Michigan State University
http://dx.doi.org/10.1101/043174	2016-03-10	Evolutionary Biology	CC-BY-NC-ND	Genetics of cortico-cerebellar expansion in anthropoid primates: a comparative approach	Peter W Harrison|Stephen H Montgomery	Dept. Of Genetics, Evolution and Environment, University College London, London, UK, WC1E 6BT
http://dx.doi.org/10.1101/043166	2016-03-10	Genomics		A method to exploit the structure of genetic ancestry space to enhance case-control studies	Corneliu A Bodea|Benjamin M Neale|Stephan Ripke|Mark J Daly|Bernie Devlin|Kathryn Roeder	Department of Statistics, Carnegie Mellon University;|Program in Medical and Population Genetics, Broad Institute of MIT and Harvard;|Analytical and Translational Genetics Unit, Department of Medicine, Massachusetts General Hospital;|Department of Psychiatry, University of Pittsburgh School of Medicine
http://dx.doi.org/10.1101/043091	2016-03-10	Evolutionary Biology	CC-BY-NC	Antimicrobial functions of lactoferrin promote genetic conflicts in ancient primates and modern humans	Matthew F. Barber|Zev N. Kronenberg|Mark Yandell|Nels C. Elde	University of Utah
http://dx.doi.org/10.1101/043182	2016-03-10	Evolutionary Biology	CC-BY-NC-ND	Adaptive divergence in brain composition between ecologically distinct incipient species	Stephen H Montgomery|Richard M Merrill	Dept. Genetics, Evolution & Environment, University College London, Gower Street, London, UK, WC1E 6;|Dept. Zoology, University of Cambridge, Downing Street, Cambridge, UK, CB2 3EJ
http://dx.doi.org/10.1101/034140	2016-03-10	Bioinformatics	CC-BY-ND	CrispRVariants: precisely charting the mutation spectrum in genome engineering experiments	Helen Lindsay|Alexa Burger|Berthin Biyong|Anastasia Felker|Christopher Hess|Jonas Zaugg|Elena Chiavacci|Carolin Anders|Martin Jinek|Christian Mosimann|Mark D Robinson	University of Zurich;|University of Bern
http://dx.doi.org/10.1101/042705	2016-03-10	Microbiology	CC-BY	Functional metagenomics using Pseudomonas putida expands the known diversity of polyhydroxyalkanoate synthases and enables the production of novel polyhydroxyalkanoate copolymers	Jiujun Cheng|Trevor Charles	University of Waterloo, Dept of Biology
http://dx.doi.org/10.1101/043000	2016-03-09	Genetics		Molecular genetic contributions to social deprivation and household income in UK Biobank (n = 112,151)	William David Hill|Saskia P Hagenaars|Riccardo E Marioni|Sarah E Harris|David CM Liewald|Gail Davies|Andrew M McIntosh|Catharine R Gale|Ian J Deary	University of Edinburgh
http://dx.doi.org/10.1101/043034	2016-03-09	Molecular Biology		Characterization of new RNA polymerase III and RNA polymerase II transcriptional promoters in the Bovine Leukemia Virus genome	Benoit Van Driessche|Anthony Rodari|Nadege Delacourt|Sylvain Fauquenoy|Caroline Vanhulle|Arsene Burny|Olivier Rohr|Carine Van Lint	Universite Libre de Bruxelles;|Universite de Strasbourg
http://dx.doi.org/10.1101/043026	2016-03-09	Evolutionary Biology		Evolutionary consequences of DNA methylation in a basal metazoan	Groves Dixon|Line K Bay|Mikhail V Matz	University of Texas at Austin;|2Australian Institute of Marine Science
http://dx.doi.org/10.1101/042994	2016-03-09	Biophysics	CC-BY-NC-ND	Active Microrheology of Intestinal Mucus in the Larval Zebrafish	Michael J. Taormina|Raghuveer Parthasarathy	The University of Oregon
http://dx.doi.org/10.1101/040311	2016-03-09	Evolutionary Biology	CC-BY	Macroevolutionary trade-offs in plant-feeding insects	Daniel Peterson|Nate B. Hardy|Benjamin B. Normark	University of Massachusetts - Amherst;|Department of Entomology & Plant Pathology, Auburn University;|Deparment of Biology, University of Massachusetts - Amherst
http://dx.doi.org/10.1101/030122	2016-03-09	Physiology	CC-BY	Hydraulic conductance and the maintenance of water balance in flowers	Adam Roddy|Craig R. Brodersen|Todd E. Dawson	Yale University;|University of California, Berkeley
http://dx.doi.org/10.1101/027235	2016-03-09	Ecology	CC-BY	In silico assessment of primers for eDNA studies using PrimerTree and application to characterize the biodiversity surrounding the Cuyahoga River	Matthew Cannon|James Hester|Amanda Shalkhauser|Ernest R Chan|Kyle Logue|Scott T Small|David Serre	Cleveland Clinic Lerner Research Institute;|Case Western Reserve University
http://dx.doi.org/10.1101/040386	2016-03-09	Ecology	CC-BY-ND	An ecological assessment of the pandemic threat of Zika virus	Colin Carlson|Eric Dougherty|Wayne Getz	University of California Berkeley
http://dx.doi.org/10.1101/028100	2016-03-09	Genomics		Methylation of histone H4 lysine 20 by PR-Set7 ensures the integrity of late replicating sequence domains in Drosophila	Yulong Li|Robin Leigh Armstrong|Robert Duronio|David MacAlpine	Duke Univ. Medical Center;|University of North Carolina at Chapel Hill
http://dx.doi.org/10.1101/042929	2016-03-09	Neuroscience		Brain oscillations track the formation of episodic memories in the real world	Benjamin Griffiths|Ali Mazaheri|Stefan Debener|Simon Hanslmayr	School of Psychology, University of Birmingham, UK;|Department of Psychology, Carl von Ossietzky University Oldenburg, Germany
http://dx.doi.org/10.1101/042903	2016-03-09	Bioinformatics	CC-BY-NC-ND	Crunch: Completely Automated Analysis of ChIP-seq Data	Severin Berger|Saeed Omidi|Mikhail Pachkov|Phil Arnold|Nicholas Kelley|Silvia Salatino|Erik van Nimwegen	University of Basel;|Ecole Polytechnique Federale de Lausanne;|Biozentrum, University of Basel
http://dx.doi.org/10.1101/042770	2016-03-09	Bioengineering	CC-BY-NC-ND	Bioengineering cobalt chromium cardiovascular stent biomaterial for biofunctionalization	Thamarasee M Jeewandara	University of Sydney
http://dx.doi.org/10.1101/042978	2016-03-09	Plant Biology		DIRC3 and close to NABP1 Genetics Polymorphisms correlated with Prognostic Survival in Patients with Laryngeal Squamous Cell Carcinoma	Zhen Shen|Wanli Ren|Yanxia Bai|Zhengshuai Chen|Jingjie Li|Bin Li|Tianbo Jin|Peilong Cao|Shao Yuan	The First Affiliated Hospital of Xi'an Jiaotong University, China;|School of Life Sciences, Northwest University, China
http://dx.doi.org/10.1101/042895	2016-03-09	Evolutionary Biology		Epistasis and the dynamics of reversion in molecular evolution	David M McCandlish|Premal Shah|Joshua B Plotkin	University of Pennsylvania, United States;|Rutgers University, United States;|The University of Pennsylvania, United States
http://dx.doi.org/10.1101/036889	2016-03-09	Genomics	CC-BY	A frameshift mutation in GON4L is associated with proportionate dwarfism in Fleckvieh cattle	Hermann Schwarzenbacher|Christine Wurmser|Krzysztof Flisikowski|Lubica Misurova|Simone Jung|Martin C Langenmayer|Angelika Schnieke|Gabriela Knubben-Schweizer|Ruedi Fries|Hubert Pausch	ZuchtData EDV-Dienstleistungen GmbH;|Chair of Animal Breeding, Technische Universitaet Muenchen;|Chair of Animal Biotechnology, Technische Universitaet Muenchen;|Clinic for Ruminants with Ambulatory and Herd Health Services, LMU Muenchen;|Institute of Veterinary Pathology, LMU Muenchen;|Technische Universitaet Muenchen
http://dx.doi.org/10.1101/042853	2016-03-09	Bioinformatics	CC-BY-NC-ND	Discovery of Primary, Cofactor, and Novel Transcription Factor Binding Site Motifs by Recursive, Thresholded Entropy Minimization	Ruipeng Lu|Eliseos J Mucaki|Peter K Rogan	University of Western Ontario
http://dx.doi.org/10.1101/042879	2016-03-09	Bioinformatics	CC-BY-NC-ND	A fast and accurate method for detection of IBD shared haplotypes in genome-wide SNP data	Douglas W. Bjelland|Uday Lingala|Piyush Patel|Matt Jones|Matthew C. Keller	University of Colorado-Boulder
http://dx.doi.org/10.1101/042887	2016-03-08	Physiology	CC-BY-NC-ND	Onset, timing, and exposure therapy of stress disorders: mechanistic insight from a mathematical model of oscillating neuroendocrine dynamics	Lae Un Kim|Maria R D'Orsogna|Tom Chou	UCLA;|CalState - Northridge
http://dx.doi.org/10.1101/040055	2016-03-08	Genomics	CC-BY-NC-ND	SNP-based heritability estimation: measurement noise, population stratification and stability	Eric R Gamazon|Danny S Park	Division of Genetic Medicine, Vanderbilt University and AMC, University of Amsterdam;|University of California San Francisco
http://dx.doi.org/10.1101/042820	2016-03-08	Genetics	CC-BY-NC-ND	Drosophila CLAMP is an essential protein with sex-specific roles in males and females	Jennifer A. Urban|Caroline A. Doherty|William T. Jordan|Jacob E. Bliss|Jessica Feng|Marcela M. Soruco|Leila E. Reider|Erica N. Larschan	Brown University;|Brown Univ.
http://dx.doi.org/10.1101/042796	2016-03-08	Evolutionary Biology	CC-BY	Natural selection and genetic diversity in the butterfly Heliconius melpomene	Simon Henry Martin|Markus Moest|Wiliam J Palmer|Camilo Salazar|W. Owen McMillan|Francis M Jiggins|Chris D Jiggins	University of Cambridge;|Universidad del Rosario, Colombia;|Smithsonian Tropical Research Institution
http://dx.doi.org/10.1101/042846	2016-03-08	Genetics	CC-BY-NC-ND	A Unified Framework for Variance Component Estimation with Summary Statistics in Genome-wide Association Studies	Xiang Zhou	University of Michigan
